item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_description,current_status,kewords,topic_group,topic_desc
90420332,FREKVENS,Bar furniture,265,No old price,TRUE,https://www.ikea.com/sa/en/p/frekvens-bar-table-in-outdoor-black-90420332/,No,"        Bar table, in/outdoor,          51x51 cm",Nicholai Wiig Hansen,,99,51,Item discontinued,Item discontinued,,,
80155205,STIG,Bar furniture,69,No old price,TRUE,https://www.ikea.com/sa/en/p/stig-bar-stool-with-backrest-black-silver-colour-80155205/,Yes,"        Bar stool with backrest,          74 cm",Henrik Preutz,50,100,60,Item discontinued,Item discontinued,,,
50420329,FREKVENS,Bar furniture,177,SR 295,TRUE,https://www.ikea.com/sa/en/p/frekvens-bar-stool-with-backrest-in-outdoor-black-50420329/,No,"        Bar stool with backrest, in/outdoor,          74 cm",Nicholai Wiig Hansen,53,104,43,Item discontinued,Item discontinued,,,
400550,EKEDALEN,Bar furniture,345,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-brown-orrsta-light-grey-00400550/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,52,114,43,Item discontinued,Item discontinued,,,
40426138,HENRIKSDAL,Bar furniture,395,No old price,TRUE,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-frame-dark-brown-40426138/,No,"        Bar stool with backrest frame,          74 cm",Karl Malmvall,51,102,40,Item discontinued,Item discontinued,,,
50363649,KULLABERG,Bar furniture,140,SR 175,TRUE,https://www.ikea.com/sa/en/p/kullaberg-stool-black-50363649/,Yes,        Stool,Sarah Fager,36,,36,Item discontinued,Item discontinued,,,
10281354,JANINGE,Bar furniture,595,No old price,TRUE,https://www.ikea.com/sa/en/p/janinge-bar-stool-grey-10281354/,No,"        Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,36,84,38,Item discontinued,Item discontinued,,,
40400529,EKEDALEN,Bar furniture,796,SR 995,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bar-table-brown-40400529/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105,80,Item discontinued,Item discontinued,,,
90319918,HENRIKSDAL,Bar furniture,695,No old price,TRUE,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-glose-black-90319918/,No,"        Bar stool with backrest,          74 cm",Karl Malmvall,51,102,40,Item discontinued,Item discontinued,,,
40339004,NORRÅKER,Bar furniture,595,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,Yes,"        Bar table,          74x74 cm",J Karlsson/N Karlsson,,102,74,Item discontinued,Item discontinued,,,
39184324,HENRIKSDAL,Bar furniture,435,No old price,TRUE,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-graesbo-white-s39184324/,No,"        Bar stool with backrest,          74 cm",IKEA of Sweden/Karl Malmvall,51,102,40,Item discontinued,Item discontinued,,,
19297275,NORRÅKER / NORRÅKER,Bar furniture,1266,"SR 1,385",TRUE,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-birch-s19297275/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,,,Item discontinued,Item discontinued,,,
20336619,HENRIKSDAL,Bar furniture,40,No old price,TRUE,https://www.ikea.com/sa/en/p/henriksdal-cover-for-bar-stool-with-backrest-graesbo-white-20336619/,No,        Cover for bar stool with backrest,IKEA of Sweden,,,,Item discontinued,Item discontinued,,,
20429010,NORRÅKER,Bar furniture,395,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-bar-stool-with-backrest-birch-20429010/,Yes,"        Bar stool with backrest,          74 cm",J Karlsson/N Karlsson,48,100,42,Item discontinued,Item discontinued,,,
89280380,NORRÅKER / NORRARYD,Bar furniture,1385,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-black-black-s89280380/,No,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,,104,74,Item discontinued,Item discontinued,,,
49304217,EKEDALEN / EKEDALEN,Bar furniture,2176,"SR 2,375",TRUE,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-brown-orrsta-light-grey-s49304217/,No,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,,,,Item discontinued,Item discontinued,,,
272656,BERNHARD,Bar furniture,745,No old price,TRUE,https://www.ikea.com/sa/en/p/bernhard-bar-stool-with-backrest-chrome-plated-mjuk-kavat-white-00272656/,No,"        Bar stool with backrest,          66 cm",Ola Wihlborg,50,90,48,Item discontinued,Item discontinued,,,
79241940,NORRÅKER / NORRÅKER,Bar furniture,1385,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-black-black-s79241940/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,104,74,Item discontinued,Item discontinued,,,
89297272,NORRÅKER / NORRARYD,Bar furniture,1266,"SR 1,385",TRUE,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-birch-black-s89297272/,No,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,,,,Item discontinued,Item discontinued,,,
49297274,NORRÅKER / NORRÅKER,Bar furniture,1266,"SR 1,385",TRUE,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-black-s49297274/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,,,Item discontinued,Item discontinued,,,
30308395,RÅSKOG,Bar furniture,175,No old price,TRUE,https://www.ikea.com/sa/en/p/raskog-bar-stool-beige-30308395/,No,"        Bar stool,          63 cm",Nike Karlsson,44,63,44,Item discontinued,Item discontinued,,,
50468953,VATTVIKEN,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/vattviken-armchair-bed-lerhaga-light-grey-50468953/,No,        Armchair-bed,"504.689.53 Small and easy-to-place chair-bed which can easily be converted into a single bed.The storage space under the seat has room for bedlinen or other things.Just as nice to look at from all sides – perfect to place in the middle of the room or use as a room divider.The cushion cover is easy to keep clean and fresh, as you can take it off and machine-wash it.Easy to assemble.1 cushion included.",83,86,92,Item discontinued,Item discontinued,,,
69912770,TRYSIL,Beds,525,No old price,TRUE,https://www.ikea.com/sa/en/p/trysil-bed-frame-white-light-grey-s69912770/,Yes,"        Bed frame,          160x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,,165,Item discontinued,Item discontinued,,,
39122072,LAUVIK,Beds,1729,"SR 2,435",TRUE,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-firm-dark-beige-s39122072/,Yes,"        Divan bed,          140x200 cm",IKEA of Sweden/Synnöve Mork/Ola Wihlborg,,120,140,Item discontinued,Item discontinued,,,
90331091,RIDABU,Beds,100,SR 125,TRUE,https://www.ikea.com/sa/en/p/ridabu-mirror-door-white-90331091/,No,"        Mirror door,          40x120 cm","903.310.91 The door can be hung with the opening to the right or the left.To be completed with 3 HJÄLPA hinges, sold separately.Fits with PLATSA wardrobe system.Knobs and handles are sold separately.",,120,40,Item discontinued,Item discontinued,,,
89305446,PLATSA,Beds,2600.5,"SR 2,880",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-doors-white-s89305446/,No,"        Bed frame with 10 doors,          143x244x223 cm",IKEA of Sweden,40,43,143,Item discontinued,Item discontinued,,,
80017389,SANDVIKA,Beds,295,No old price,TRUE,https://www.ikea.com/sa/en/p/sandvika-guest-bed-80017389/,No,"        Guest bed,          80x190 cm",IKEA of Sweden,,34,80,Item discontinued,Item discontinued,,,
69323757,MINNEN,Beds,395,No old price,TRUE,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-turquoise-s69323757/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Tina Christensen,,,85,Item discontinued,Item discontinued,,,
79247598,BJÖRKSNÄS,Beds,2040,No old price,TRUE,https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-leirsund-s79247598/,Yes,"        Bed frame,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,42,160,Item discontinued,Item discontinued,,,
20467629,MYDAL,Beds,895,No old price,TRUE,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-white-20467629/,No,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,,157,97,Item discontinued,Item discontinued,,,
29239459,SÄBÖVIK,Beds,1745,No old price,TRUE,https://www.ikea.com/sa/en/p/saeboevik-divan-bed-grey-firm-s29239459/,Yes,"        Divan bed,          140x200 cm",IKEA of Sweden,,90,140,Item discontinued,Item discontinued,,,
89019992,TARVA,Beds,871,SR 940,TRUE,https://www.ikea.com/sa/en/p/tarva-bed-frame-pine-leirsund-s89019992/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,,,148,Item discontinued,Item discontinued,,,
40433902,MARKERAD,Beds,480,SR 800,TRUE,https://www.ikea.com/sa/en/p/markerad-day-bed-frame-pine-40433902/,No,"        Day-bed frame,          80x200 cm",Virgil Abloh,,20,80,Item discontinued,Item discontinued,,,
10448325,VITVAL,Beds,295,No old price,TRUE,https://www.ikea.com/sa/en/p/vitval-underbed-white-10448325/,No,"        Underbed,          90x200 cm",Tord Björklund,,20,90,Item discontinued,Item discontinued,,,
99287550,DELAKTIG,Beds,2195,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-headboard-aluminium-rattan-s99287550/,No,"        Bed frame with headboard,          160x200 cm",Tom Dixon/IKEA of Sweden,,99,164,Item discontinued,Item discontinued,,,
19268763,STUVA,Beds,1725,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-loft-bed-combo-w-2-shlvs-3-shlvs-white-s19268763/,No,"        Loft bed combo w 2 shlvs/3 shlvs,          207x99x182 cm",IKEA of Sweden/Ebba Strandmark,,182,,Item discontinued,Item discontinued,,,
29250753,LAUVIK,Beds,2425,"SR 3,245",TRUE,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-dark-beige-s29250753/,Yes,"        Divan bed,          160x200 cm",Synnöve Mork/Ola Wihlborg/IKEA of Sweden,,120,160,Item discontinued,Item discontinued,,,
49303393,VIMLE,Beds,1400,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-cover-for-corner-sofa-bed-4-seat-with-open-end-dalstorp-multicolour-s49303393/,Yes,"        Cover for corner sofa-bed, 4-seat",Ehlén Johansson,,,,Item discontinued,Item discontinued,,,
89186778,KONGSFJORD,Beds,8551,"SR 8,735",TRUE,https://www.ikea.com/sa/en/p/kongsfjord-divan-bed-hyllestad-firm-tustna-dark-grey-s89186778/,Yes,"        Divan bed,          180x200 cm",Ola Wihlborg/IKEA of Sweden/Synnöve Mork,,135,180,Item discontinued,Item discontinued,,,
9306416,NYHAMN,Beds,1470,No old price,TRUE,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-foam-mattress-skiftebo-yellow-s09306416/,Yes,        Sofa-bed with triple cushion,IKEA of Sweden/L Hilland/Lisa Hilland,97,90,200,Item discontinued,Item discontinued,,,
70284203,ASKEBY,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/askeby-two-seat-sofa-bed-black-70284203/,No,        Two-seat sofa-bed,"702.842.03 A sofa-bed with small, neat dimensions which is easy to furnish with, even when space is limited.Readily converts into a bed.Fixed cover.",72,72,149,Item discontinued,Item discontinued,,,
9186126,HEMNES,Beds,2185,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-white-husvika-firm-s09186126/,Yes,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm",Carina Bengs/IKEA of Sweden,70,18,89,Item discontinued,Item discontinued,,,
70362427,SOLGUL,Beds,395,No old price,TRUE,https://www.ikea.com/sa/en/p/solgul-cradle-with-foam-mattress-white-70362427/,No,"        Cradle with foam mattress,          66x84 cm",IKEA of Sweden,,53,66,Item discontinued,Item discontinued,,,
30099293,VIKARE,Beds,95,No old price,TRUE,https://www.ikea.com/sa/en/p/vikare-guard-rail-white-30099293/,No,        Guard rail,IKEA of Sweden,,7,,Item discontinued,Item discontinued,,,
70426537,DELAKTIG,Beds,595,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-headboard-rattan-70426537/,No,"        Headboard,          160 cm",Tom Dixon,,70,150,Item discontinued,Item discontinued,,,
39277498,VALLENTUNA,Beds,1848,"SR 2,310",TRUE,https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-with-backrests-orrsta-light-grey-s39277498/,Yes,        Sofa-bed module with backrests,Fredriksson/L Löwenhielm/Hilland,93,84,113,Item discontinued,Item discontinued,,,
19302922,VITVAL,Beds,1590,No old price,TRUE,https://www.ikea.com/sa/en/p/vitval-bunk-bed-frame-with-underbed-white-light-grey-s19302922/,No,"        Bunk bed frame with underbed,          90x200 cm",IKEA of Sweden/Tord Björklund,,162,97,Item discontinued,Item discontinued,,,
90229017,BUSUNGE,Beds,795,No old price,TRUE,https://www.ikea.com/sa/en/p/busunge-extendable-bed-light-pink-90229017/,No,"        Extendable bed,          80x200 cm",Carl Öjerstam,,,90,Item discontinued,Item discontinued,,,
59167074,LAUVIK,Beds,2146,"SR 3,130",TRUE,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-medium-firm-tuddal-dark-beige-s59167074/,Yes,"        Divan bed,          140x200 cm",Synnöve Mork/Ola Wihlborg/IKEA of Sweden,,120,140,Item discontinued,Item discontinued,,,
10247973,SVÄRTA,Beds,895,No old price,TRUE,https://www.ikea.com/sa/en/p/svaerta-bunk-bed-frame-silver-colour-10247973/,No,"        Bunk bed frame,          90x200 cm",Tord Björklund,,159,97,Item discontinued,Item discontinued,,,
99278070,VALLENTUNA,Beds,7796,"SR 9,745",TRUE,https://www.ikea.com/sa/en/p/vallentuna-4-seat-modular-sofa-w-3-sofa-beds-and-storage-murum-orrsta-black-olive-green-s99278070/,Yes,        4-seat modular sofa w 3 sofa-beds,Fredriksson/L Löwenhielm/Hilland/IKEA of Sweden,,84,346,Item discontinued,Item discontinued,,,
19166180,LYCKSELE MURBO,Beds,1445,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-murbo-two-seat-sofa-bed-ebbarp-black-white-s19166180/,Yes,        Two-seat sofa-bed,IKEA of Sweden,100,87,142,Item discontinued,Item discontinued,,,
79288188,DELAKTIG,Beds,2595,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-bed-frame-headboard-2-side-tables-aluminium-rattan-s79288188/,No,"        Bed frame/headboard/2 side tables,          160x200 cm",Tom Dixon/IKEA of Sweden,,99,204,Item discontinued,Item discontinued,,,
60433901,MARKERAD,Beds,267,SR 445,TRUE,https://www.ikea.com/sa/en/p/markerad-cover-for-day-bed-beige-60433901/,No,"        Cover for day-bed,          80x200 cm",Virgil Abloh,,,80,Item discontinued,Item discontinued,,,
39227837,UTÅKER,Beds,1285,No old price,TRUE,https://www.ikea.com/sa/en/p/utaker-stackable-bed-with-2-mattresses-pine-moshult-firm-s39227837/,Yes,"        Stackable bed with 2 mattresses,          80x200 cm",IKEA of Sweden/Henrik Preutz,,2,83,Item discontinued,Item discontinued,,,
39041660,SUNDVIK,Beds,849,No old price,TRUE,https://www.ikea.com/sa/en/p/sundvik-ext-bed-frame-with-slatted-bed-base-grey-brown-s39041660/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden,,80,,Item discontinued,Item discontinued,,,
59302915,PLATSA,Beds,2905,"SR 3,265",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-doors-6-drawers-white-fonnes-ridabu-s59302915/,No,"        Bed frame with 4 doors+6 drawers,          140x200x223 cm",IKEA of Sweden,40,43,141,Item discontinued,Item discontinued,,,
60299691,BRYNILEN,Beds,30,SR 50/4 pack,TRUE,https://www.ikea.com/sa/en/p/brynilen-leg-oak-60299691/,No,"        Leg,          10 cm",Ola Wihlborg,,,,Item discontinued,Item discontinued,,,
39279280,FYRESDAL,Beds,1139,No old price,TRUE,https://www.ikea.com/sa/en/p/fyresdal-day-bed-with-2-mattresses-black-moshult-firm-s39279280/,Yes,"        Day-bed with 2 mattresses,          80x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,94,88,Item discontinued,Item discontinued,,,
9149879,VALLENTUNA,Beds,1160,"SR 1,450",TRUE,https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-hillared-dark-grey-s09149879/,Yes,        Sofa-bed module,Fredriksson/L Löwenhielm/Hilland,100,45,80,Item discontinued,Item discontinued,,,
19287530,DELAKTIG,Beds,1400,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-bed-frame-aluminium-s19287530/,No,"        Bed frame,          160x200 cm",IKEA of Sweden/Tom Dixon,,29,164,Item discontinued,Item discontinued,,,
90332458,KURA,Beds,175,No old price,TRUE,https://www.ikea.com/sa/en/p/kura-bed-tent-with-curtain-grey-white-90332458/,No,        Bed tent with curtain,Malin Unnborn,,68,97,Item discontinued,Item discontinued,,,
99211621,HEMNES,Beds,2085,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-grey-moshult-firm-s99211621/,Yes,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm",IKEA of Sweden/Carina Bengs,,83,87,Item discontinued,Item discontinued,,,
69304829,MARKERAD,Beds,1092,"SR 1,590",TRUE,https://www.ikea.com/sa/en/p/markerad-day-bed-s69304829/,No,"        Day-bed,          80x200 cm",IKEA of Sweden/Virgil Abloh,,,80,Item discontinued,Item discontinued,,,
99302975,PLATSA,Beds,2163.5,"SR 2,360",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-2-door-3-drawers-white-fonnes-s99302975/,No,"        Bed frame with 2 door+3 drawers,          142x244x163 cm",IKEA of Sweden,40,43,141,Item discontinued,Item discontinued,,,
50393830,KURA,Beds,149,No old price,TRUE,https://www.ikea.com/sa/en/p/kura-bed-tent-with-curtain-brown-50393830/,No,        Bed tent with curtain,S Edholm/L Ullenius,,68,97,Item discontinued,Item discontinued,,,
89275265,STUVA / FÖLJA,Beds,1915,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-foelja-loft-bed-combo-w-2-drawer-2-doors-white-s89275265/,No,"        Loft bed combo w 2 drawer/2 doors,          207x99x182 cm",IKEA of Sweden/Ebba Strandmark,,182,,Item discontinued,Item discontinued,,,
39288128,DELAKTIG,Beds,2495,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-bed-frame-headboard-2-side-tables-aluminium-black-s39288128/,No,"        Bed frame/headboard/2 side tables,          160x200 cm",IKEA of Sweden/Tom Dixon,,99,204,Item discontinued,Item discontinued,,,
89240761,HOLMSUND,Beds,2295,No old price,TRUE,https://www.ikea.com/sa/en/p/holmsund-three-seat-sofa-bed-orrsta-light-white-grey-s89240761/,Yes,        Three-seat sofa-bed,K Hagberg/M Hagberg,99,96,230,Item discontinued,Item discontinued,,,
59250756,LAUVIK,Beds,2902,"SR 4,040",TRUE,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-tuddal-dark-beige-s59250756/,Yes,"        Divan bed,          160x200 cm",Synnöve Mork/Ola Wihlborg/IKEA of Sweden,,120,160,Item discontinued,Item discontinued,,,
79253259,STUVA / FRITIDS,Beds,1990,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-loft-bed-combo-w-3-drawers-2-doors-white-white-s79253259/,Yes,"        Loft bed combo w 3 drawers/2 doors,          207x99x182 cm",Ebba Strandmark/IKEA of Sweden,,182,,Item discontinued,Item discontinued,,,
20247982,SVÄRTA,Beds,875,No old price,TRUE,https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-silver-colour-20247982/,No,"        Loft bed frame,          90x200 cm",Tord Björklund,,186,97,Item discontinued,Item discontinued,,,
29278101,GRÖNLID,Beds,3595,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/,Yes,        2-seat sofa-bed,IKEA of Sweden/Francis Cayouette/Ehlén Johansson,98,104,196,Item discontinued,Item discontinued,,,
49278591,GRÖNLID,Beds,7610,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-5-seat-with-chaise-longue-ljungen-dark-red-s49278591/,Yes,"        Corner sofa-bed, 5-seat",Francis Cayouette/Ehlén Johansson/IKEA of Sweden,164,104,252,Item discontinued,Item discontinued,,,
19129932,BRIMNES,Beds,1795,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-day-bed-w-2-drawers-2-mattresses-white-malfors-medium-firm-s19129932/,Yes,"        Day-bed w 2 drawers/2 mattresses,          80x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,53,21,86,Item discontinued,Item discontinued,,,
69287537,DELAKTIG,Beds,2095,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-headboard-aluminium-black-s69287537/,No,"        Bed frame with headboard,          160x200 cm",IKEA of Sweden/Tom Dixon,,99,164,Item discontinued,Item discontinued,,,
257953,GONATT,Beds,1095,No old price,TRUE,https://www.ikea.com/sa/en/p/gonatt-cot-light-grey-00257953/,No,"        Cot,          60x120 cm",J Asshoff/H Brogård,,103,66,Item discontinued,Item discontinued,,,
9217849,BRÅTHULT,Beds,1991,"SR 2,100",TRUE,https://www.ikea.com/sa/en/p/brathult-corner-sofa-bed-borred-grey-green-s09217849/,Yes,        Corner sofa-bed,Lisa Hilland/David Wahl/IKEA of Sweden,78,69,212,Item discontinued,Item discontinued,,,
19302917,PLATSA,Beds,2210,"SR 2,395",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-s19302917/,No,"        Bed frame with storage,          140x244x223 cm",IKEA of Sweden,40,43,140,Item discontinued,Item discontinued,,,
59151271,SVÄRTA,Beds,1175,"SR 1,250",TRUE,https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-with-desk-top-silver-colour-s59151271/,No,"        Loft bed frame with desk top,          90x200 cm",Tord Björklund,,186,97,Item discontinued,Item discontinued,,,
9306435,NYHAMN,Beds,1445,No old price,TRUE,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-pocket-spring-mattress-skiftebo-yellow-s09306435/,Yes,        3-seat sofa-bed,IKEA of Sweden/L Hilland/Lisa Hilland,97,90,200,Item discontinued,Item discontinued,,,
29277639,LIDHULT,Beds,9585,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-6-seat-with-chaise-longue-lejde-red-brown-red-brown-s29277639/,Yes,"        Corner sofa-bed, 6-seat",Henrik Preutz/IKEA of Sweden,164,102,387,Item discontinued,Item discontinued,,,
49277105,VALLENTUNA,Beds,4488,"SR 5,610",TRUE,https://www.ikea.com/sa/en/p/vallentuna-3-seat-modular-sofa-with-sofa-bed-and-storage-hillared-murum-dark-grey-black-s49277105/,Yes,        3-seat modular sofa with sofa-bed,Fredriksson/L Löwenhielm/Hilland,,84,266,Item discontinued,Item discontinued,,,
9278003,VALLENTUNA,Beds,5780,"SR 7,225",TRUE,https://www.ikea.com/sa/en/p/vallentuna-modular-corner-sofa-3-seat-sofa-bed-and-storage-murum-white-s09278003/,Yes,        Modular corner sofa 3-seat+sofa-bed,Ehlén Johansson,93,84,266,Item discontinued,Item discontinued,,,
19290014,LIDHULT,Beds,3340,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-section-lejde-grey-black-s19290014/,Yes,        2-seat sofa-bed section,IKEA of Sweden/Henrik Preutz,97,95,160,Item discontinued,Item discontinued,,,
20426525,DELAKTIG,Beds,495,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-headboard-black-20426525/,No,"        Headboard,          160 cm",Tom Dixon,,70,150,Item discontinued,Item discontinued,,,
60429471,DELAKTIG,Beds,200,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-fitting-for-headboard-60429471/,No,        Fitting for headboard,Tom Dixon,,,,Item discontinued,Item discontinued,,,
89300750,FLOTTEBO,Beds,2236,"SR 2,795",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-gunnared-medium-grey-s89300750/,Yes,"        Sofa-bed with side table,          120 cm",C Halskov/H Dalsgaard,120,79,200,Item discontinued,Item discontinued,,,
29288100,DELAKTIG,Beds,1800,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-2-side-tables-aluminium-black-s29288100/,No,"        Bed frame with 2 side tables,          160x200 cm",IKEA of Sweden/Tom Dixon,,29,204,Item discontinued,Item discontinued,,,
49292686,VIMLE,Beds,4645,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-chaise-longue-gunnared-medium-grey-s49292686/,Yes,        3-seat sofa-bed,Ehlén Johansson/IKEA of Sweden,98,83,271,Item discontinued,Item discontinued,,,
49306443,NYHAMN,Beds,1295,No old price,TRUE,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-foam-mattress-skiftebo-yellow-s49306443/,Yes,        3-seat sofa-bed,IKEA of Sweden/L Hilland/Lisa Hilland,97,90,200,Item discontinued,Item discontinued,,,
45932080,SULTAN,Beds,50,No old price,TRUE,https://www.ikea.com/sa/en/p/sultan-supporting-leg-black-45932080/,No,        Supporting leg,IKEA of Sweden,,,,Item discontinued,Item discontinued,,,
10309616,BÅTSFJORD,Beds,30,SR 50/4 pack,TRUE,https://www.ikea.com/sa/en/p/batsfjord-leg-birch-10309616/,No,"        Leg,          10 cm",Ehlén Johansson,,,,Item discontinued,Item discontinued,,,
79186774,KONGSFJORD,Beds,8356,"SR 8,540",TRUE,https://www.ikea.com/sa/en/p/kongsfjord-divan-bed-hyllestad-medium-firm-tustna-dark-grey-s79186774/,Yes,"        Divan bed,          180x200 cm",Ola Wihlborg/Synnöve Mork/IKEA of Sweden,,135,180,Item discontinued,Item discontinued,,,
99183864,FLEKKE,Beds,2185,No old price,TRUE,https://www.ikea.com/sa/en/p/flekke-day-bed-w-2-drawers-2-mattresses-black-brown-husvika-firm-s99183864/,Yes,"        Day-bed w 2 drawers/2 mattresses,          80x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,86,88,Item discontinued,Item discontinued,,,
70248564,SUNDVIK,Beds,695,No old price,TRUE,https://www.ikea.com/sa/en/p/sundvik-cot-grey-brown-70248564/,No,"        Cot,          60x120 cm",IKEA of Sweden,,85,67,Item discontinued,Item discontinued,,,
79217902,SANDBACKEN,Beds,1841,"SR 1,950",TRUE,https://www.ikea.com/sa/en/p/sandbacken-corner-sofa-bed-lofallet-beige-s79217902/,Yes,        Corner sofa-bed,David Wahl/Lisa Hilland/IKEA of Sweden,,69,212,Item discontinued,Item discontinued,,,
79150746,HOLMSUND,Beds,2995,No old price,TRUE,https://www.ikea.com/sa/en/p/holmsund-corner-sofa-bed-nordvalla-medium-grey-s79150746/,Yes,        Corner sofa-bed,K Hagberg/M Hagberg/IKEA of Sweden,151,96,230,Item discontinued,Item discontinued,,,
29277724,VALLENTUNA,Beds,4320,"SR 5,400",TRUE,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-murum-white-s29277724/,Yes,        2-seat modular sofa w 2 sofa-beds,Ehlén Johansson,113,84,186,Item discontinued,Item discontinued,,,
