item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_description,current_status,kewords,topic_group,topic_desc
10248519,GULLIVER,Beds,595,No old price,TRUE,https://www.ikea.com/sa/en/p/gulliver-cot-white-10248519/,No,"        Cot,          60x120 cm",IKEA of Sweden,,80,66,"GULLIVER cot, white, 60x120 cm A timeless cot with practical features that allows your baby to sleep safely until it's time for a ""real"" bed. As the baby grows, you can actually move the bottom down and remove one of the long sides. The cot base can be placed at two different heights.",Item still available for sale,white practical allows sleep 's real grows move bottom remove long cot placed different,2,Durability and Appearance
60102067,LYCKSELE HÅVET,Beds,795,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-havet-mattress-60102067/,No,"        Mattress,          140x188 cm",IKEA of Sweden,,,,"LYCKSELE HÅVET mattress, 140x188 cm This mattress for LYCKSELE sofa-bed helps you sleep well every night. It shapes itself to your body and helps your spine maintain a correct position – and the cover can be removed and machine washed.",Item still available for sale,sofa-bed sleep shapes helps maintain correct removed washed,1,Style and Functionality
248567,SUNDVIK,Beds,695,No old price,TRUE,https://www.ikea.com/sa/en/p/sundvik-cot-white-00248567/,No,"        Cot,          60x120 cm",IKEA of Sweden,,85,67,"SUNDVIK cot, white, 60x120 cm Your baby can sleep for a long time in this cot. With a timeless style, durable materials and details made with care, you can also lower the bottom and remove one of the long sides as the child grows. The cot base can be placed at two different heights.",Item still available for sale,white sleep long durable made lower remove long grows cot placed different,2,Durability and Appearance
60431563,FRIHETEN,Beds,1845,No old price,TRUE,https://www.ikea.com/sa/en/p/friheten-3-seat-sofa-bed-skiftebo-blue-60431563/,Yes,        3-seat sofa-bed,IKEA of Sweden,105,83,225,"FRIHETEN 3-seat sofa-bed, Skiftebo blue You can quickly transform this sofa into a spacious bed. And the generous storage space for bed linens under the seat makes things even easier. A perfect place to sleep for you or your overnight guests. Readily converts into a bed.",Item still available for sale,3-seat sofa-bed transform spacious generous makes perfect sleep overnight converts,0,"Color and Aesthetics, Usability"
70299695,BJORLI,Beds,40,SR 50/4 pack,TRUE,https://www.ikea.com/sa/en/p/bjorli-leg-stainless-steel-70299695/,Yes,"        Leg,          10 cm",Ola Wihlborg,,,,"BJORLI leg, stainless steel, 10 cm Durable and easy to clean as it is made of stainless steel.",Item still available for sale,easy clean made stainless,0,"Color and Aesthetics, Usability"
50456417,SLÄKT,Beds,75,No old price,FALSE,https://www.ikea.com/sa/en/p/slaekt-headboard-white-50456417/,Yes,        Headboard,Ebba Strandmark,,40,90,"SLÄKT headboard, white With this white headboard, you can quickly and easily change the expression of SLÄKT extendable frame. A flexible and wallet-friendly solution when your child feels like changing style. The headboard is easily mounted to SLÄKT extendable bed frame.",Item still available for sale,white white change extendable flexible wallet-friendly changing mounted extendable,1,Style and Functionality
80309613,BRATTVÅG,Beds,50,No old price,TRUE,https://www.ikea.com/sa/en/p/brattvag-leg-black-80309613/,No,"        Leg,          10 cm",Ola Wihlborg,,,,"BRATTVÅG leg, black, 10 cm Made of solid wood, which is a hardwearing and warm natural material.",Item still available for sale,black solid warm natural,2,Durability and Appearance
80102066,LYCKSELE MURBO,Beds,695,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-murbo-mattress-80102066/,No,"        Mattress,          140x188 cm",IKEA of Sweden,,,,"LYCKSELE MURBO mattress, 140x188 cm This mattress for LYCKSELE sofa-bed helps you sleep well every night. It feels steady to lie on, shapes itself to your body – and has a mattress cover that can be removed and machine washed. Comfortable and firm foam mattress for use every night.",Item still available for sale,sofa-bed sleep feels steady lie shapes removed washed Comfortable firm,1,Style and Functionality
10411242,VITVAL,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-white-light-grey-10411242/,No,"        Loft bed frame,          90x200 cm",IKEA of Sweden,,195,135,"VITVAL loft bed frame, white/light grey, 90x200 cm It is the details that make this loft bed unique. Soft shapes, sturdy ladder and fabric guardrails with yellow accents. You can also pimp it with bedlinens and accessories from the MÖJLIGHET series.",Item still available for sale,loft white/light make loft Soft sturdy yellow pimp,0,"Color and Aesthetics, Usability"
59297141,JONAXEL,Bookcases & shelving units,135,SR 138,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s59297141/,No,"        Frame with mesh baskets,          25x51x70 cm",IKEA of Sweden,51,70,25,"JONAXEL storage combination, white, 25x51x70 cm Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Item still available for sale,white keep neat lets use Find suitable use humid,0,"Color and Aesthetics, Usability"
59201841,OLAUS,Bookcases & shelving units,290,SR 350,TRUE,https://www.ikea.com/sa/en/p/olaus-1-shelf-section-s59201841/,No,"        1 shelf section,          92x36x181 cm",IKEA of Sweden,36,181,92,"OLAUS 1 shelf section, 92x36x181 cm Easy to assemble – no tools required. Also stands steady on an uneven floor since the feet can be adjusted.",Item still available for sale,assemble – required stands steady uneven adjusted,1,Style and Functionality
69297287,JONAXEL,Bookcases & shelving units,375,SR 437,TRUE,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-s69297287/,No,"        Shelving unit,          182x51x160 cm",IKEA of Sweden,51,160,182,"JONAXEL open storage combination, white, 182x51x160 cm It can be difficult to keep things neat and tidy. JONAXEL storage system lets you utilise the spaces you have in smarter ways. You can build a combination that fits exactly your needs and use it almost anywhere, even in humid bathrooms and laundry rooms.",Item still available for sale,open white difficult keep neat lets utilise build fits use humid,0,"Color and Aesthetics, Usability"
70261131,GERSBY,Bookcases & shelving units,95,No old price,TRUE,https://www.ikea.com/sa/en/p/gersby-bookcase-white-70261131/,No,"        Bookcase,          60x180 cm",IKEA of Sweden,24,180,60,"GERSBY bookcase, white, 60x180 cm Loads of books but short of space? This shallow bookcase holds your series collections without taking up too much floor space. Perfect for bedrooms, hallways or smaller living areas.",Item still available for sale,white short shallow holds taking much living,2,Durability and Appearance
20275814,KALLAX,Bookcases & shelving units,115,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/,Yes,"        Shelving unit,          77x77 cm",Tord Björklund,39,77,77,"KALLAX shelving unit, white, 77x77 cm Hang it on the wall or stand it on the floor – the KALLAX series adapts to your needs. Smooth surfaces and rounded corners give a quality feel and you can personalise the unit with inserts and boxes.",Item still available for sale,shelving white stand – rounded give personalise,0,"Color and Aesthetics, Usability"
60282186,LACK,Bookcases & shelving units,199,No old price,TRUE,https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/,Yes,"        Wall shelf unit,          30x190 cm",C Halskov/H Dalsgaard,28,190,30,"LACK wall shelf unit, white, 30x190 cm A tight space or an unused wall? This shelf almost always fits. You can also choose to hang it vertically or horizontally depending on space and storage needs. Choose if you want to mount the shelf horizontally or vertically on the wall.",Item still available for sale,white tight unused choose hang depending Choose want mount,0,"Color and Aesthetics, Usability"
278578,HYLLIS,Bookcases & shelving units,59,No old price,TRUE,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-galvanised-00278578/,No,"        Shelving unit,          60x27x140 cm",IKEA of Sweden,27,140,60,"HYLLIS shelving unit, in/outdoor, 60x27x140 cm Perfect for flower pots on a balcony, shampoos in a bathroom or exciting herbs in a kitchen. Sturdy, lightweight and approved for wet areas. Can such a large shelving unit really fit in a flat package?",Item still available for sale,shelving exciting lightweight approved wet large shelving fit flat,1,Style and Functionality
80275887,KALLAX,Bookcases & shelving units,250,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-80275887/,Yes,"        Shelving unit,          77x147 cm",Tord Björklund,39,147,77,"KALLAX shelving unit, white, 77x147 cm Standing or lying – the KALLAX series adapts to taste, space, needs and budget. Smooth surfaces and rounded corners give a feel of quality and you can personalise the shelving unit with inserts and boxes.",Item still available for sale,shelving white lying taste rounded give personalise shelving,0,"Color and Aesthetics, Usability"
50419972,JONAXEL,Bookcases & shelving units,175,No old price,TRUE,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-white-50419972/,No,"        Shelving unit,          80x38x160 cm",IKEA of Sweden,38,160,80,"JONAXEL shelving unit, white, 80x38x160 cm Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Item still available for sale,shelving white keep neat lets use Find suitable use humid,0,"Color and Aesthetics, Usability"
30428326,HYLLIS,Bookcases & shelving units,39,No old price,TRUE,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-30428326/,No,"        Shelving unit,          60x27x74 cm",IKEA of Sweden,27,74,60,"HYLLIS shelving unit, in/outdoor, 60x27x74 cm Practical storage solution in galvanised steel for small spaces indoors or outdoors. Just as suitable on the balcony as in the hallway, kitchen or bathroom. Sturdy, lightweight and approved for wet areas.",Item still available for sale,shelving galvanised small suitable lightweight approved wet,1,Style and Functionality
90282180,LACK,Bookcases & shelving units,39,No old price,TRUE,https://www.ikea.com/sa/en/p/lack-wall-shelf-white-90282180/,Yes,"        Wall shelf,          110x26 cm",IKEA of Sweden,26,,,"LACK wall shelf, white, 110x26 cm This wall shelf has a clean design and has discreet and almost invisible mounting. The hidden suspension brackets makes it seem like it’s part of the wall - and you also don’t need to buy brackets.",Item still available for sale,white clean invisible hidden makes seem it’s don’t buy,1,Style and Functionality
40178591,LAIVA,Bookcases & shelving units,85,No old price,TRUE,https://www.ikea.com/sa/en/p/laiva-bookcase-black-brown-40178591/,No,"        Bookcase,          62x165 cm",Jon Karlsson,24,165,62,"LAIVA bookcase, black-brown, 62x165 cm Open storage is just as much about reflecting who you are as organising all your things. In this bookcase, you can display your favourite books and objects. The shallow depth is perfect for smaller spaces. The open shelves give an easy overview and easy reach.",Item still available for sale,black-brown much reflecting organising display favourite shallow perfect open give easy easy,2,Durability and Appearance
90305803,VITTSJÖ,Bookcases & shelving units,245,No old price,TRUE,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-90305803/,No,"        Shelving unit,          100x93 cm",Johan Kroon,36,93,100,"VITTSJÖ shelving unit, black-brown/glass, 100x93 cm The straightforward design and glass shelves make your beloved objects stand out. The top and bottom panels are black-brown on one side and black on the other – choose the expression that suits you best.",Item still available for sale,shelving make beloved stand top bottom black-brown black choose,0,"Color and Aesthetics, Usability"
263850,BILLY,Bookcases & shelving units,185,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/,Yes,"        Bookcase,          80x28x202 cm",Gillis Lundgren,28,202,80,"BILLY bookcase, white, 80x28x202 cm It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Item still available for sale,white estimated sold impressive considering launched It’s goes,1,Style and Functionality
50263838,BILLY,Bookcases & shelving units,145,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-bookcase-white-50263838/,Yes,"        Bookcase,          40x28x202 cm","502.638.38 Shallow shelves help you to use small wall spaces effectively by accommodating small items in a minimum of space.Adjustable shelves; adapt space between shelves according to your needs.A simple unit can be enough storage for a limited space or the foundation for a larger storage solution if your needs change.This furniture must be fixed to the wall with the enclosed wall fastener.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.Min. ceiling height required: 205 cm.1 fixed shelf and 4 adjustable shelves included.May be completed with BILLY corner fitting to form a stable corner unit.May be completed with BILLY height extension unit in the same width for added storage vertically.May be completed with doors; available in different colours and designs.",28,202,40,"BILLY bookcase, white, 40x28x202 cm It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Item still available for sale,white estimated sold impressive considering launched It’s goes,1,Style and Functionality
30419973,JONAXEL,Bookcases & shelving units,75,No old price,TRUE,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-white-30419973/,Yes,"        Shelving unit,          25x51x70 cm",IKEA of Sweden,51,70,25,"JONAXEL shelving unit, white, 25x51x70 cm Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Item still available for sale,shelving white keep neat lets use Find suitable use humid,0,"Color and Aesthetics, Usability"
39318031,HYLLIS,Bookcases & shelving units,137,No old price,TRUE,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-s39318031/,No,"        Shelving unit in/outdoor,          180x27x74-140 cm",IKEA of Sweden,27,,180,"HYLLIS shelving unit in/outdoor, 180x27x74-140 cm Perfect for flower pots on a balcony, shampoos in a bathroom or exciting herbs in a kitchen. Sturdy, lightweight and approved for wet areas. Can such a large shelving unit really fit in a flat package? The cover is easy to put on and remove.",Item still available for sale,shelving 180x27x74-140 exciting lightweight approved wet large shelving fit flat easy put remove,1,Style and Functionality
30318163,IVAR,Bookcases & shelving units,35,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-shelf-pine-30318163/,No,"        Shelf,          83x30 cm",IKEA of Sweden,30,,83,"IVAR shelf, pine, 83x30 cm Since IVAR storage system is so good at what it does, it has faithfully served customers’ needs across the home for over 50 years. Attics, living rooms, pantries and bedrooms – they all love IVAR.",Item still available for sale,good served needs living – love,2,Durability and Appearance
275848,KALLAX,Bookcases & shelving units,195,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-00275848/,Yes,"        Shelving unit,          42x147 cm",Tord Björklund,39,147,42,"KALLAX shelving unit, white, 42x147 cm Hang it on the wall or stand it on the floor – the KALLAX series adapts to your needs. Smooth surfaces and rounded corners give a quality feel and you can personalise the unit with inserts and boxes.",Item still available for sale,shelving white stand – rounded give personalise,0,"Color and Aesthetics, Usability"
50214678,VITTSJÖ,Bookcases & shelving units,225,No old price,TRUE,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-50214678/,No,"        Shelving unit,          51x175 cm",Johan Kroon,36,175,51,"VITTSJÖ shelving unit, black-brown/glass, 51x175 cm The straightforward design and glass shelves make your beloved objects stand out. The top and bottom panels are black-brown on one side and black on the other – choose the expression that suits you best.",Item still available for sale,shelving make beloved stand top bottom black-brown black choose,0,"Color and Aesthetics, Usability"
39031411,HEJNE,Bookcases & shelving units,165,No old price,TRUE,https://www.ikea.com/sa/en/p/hejne-1-section-softwood-s39031411/,Yes,"        1 section,          78x31x171 cm",IKEA of Sweden,31,171,78,"HEJNE 1 section, softwood, 78x31x171 cm HEJNE storage system is sturdy and strong enough for even the heaviest loads in your garage, basement or attic. Keep the solid wood untreated or stain, paint or wax as you like, to make it more personal.",Item still available for sale,sturdy strong attic Keep solid untreated like make personal,0,"Color and Aesthetics, Usability"
40033763,IVAR,Bookcases & shelving units,295,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-cabinet-pine-40033763/,No,"        Cabinet,          80x30x83 cm",IKEA of Sweden,30,83,80,"IVAR cabinet, pine, 80x30x83 cm Since IVAR storage system is so good at what it does, it has faithfully served customers’ needs across the home for over 50 years. Attics, living rooms, pantries and bedrooms – they all love IVAR. You can move shelves and adapt spacing to suit your needs.",Item still available for sale,good served needs living – love move adapt suit,2,Durability and Appearance
50339292,FJÄLLBO,Bookcases & shelving units,495,No old price,TRUE,https://www.ikea.com/sa/en/p/fjaellbo-shelving-unit-black-50339292/,No,"        Shelving unit,          100x95 cm",Johan Kroon,36,95,100,"FJÄLLBO shelving unit, black, 100x95 cm A perfect shelving unit for a rustic look. The metal gives an industrial feel and the solid wood makes every piece of furniture unique. The open back also makes it easy to access power sockets.",Item still available for sale,shelving black perfect shelving rustic gives industrial solid makes open makes easy,0,"Color and Aesthetics, Usability"
20312492,OBSERVATÖR,Bookcases & shelving units,15,No old price,TRUE,https://www.ikea.com/sa/en/p/observatoer-clip-on-basket-grey-brown-20312492/,No,        Clip-on basket,Henrik Preutz,,18,30,"Buy pantry cabinets online at IKEA Saudi Arabia. Explore our latest collection of kitchen pantry, pantry shelves & more available in different sizes and colors.",Item still available for sale,online Explore available different,1,Style and Functionality
59278307,KALLAX,Bookcases & shelving units,500,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/,Yes,"        Shelving unit with 4 inserts,          77x147 cm",Tord Björklund,39,147,77,"KALLAX shelving unit with 4 inserts, white, 77x147 cm Place this KALLAX combination either standing or horizontally as a sideboard depending on your space. Handy drawers and inserts hide things that tend to get cluttered and are nicely finished on both sides.",Item still available for sale,shelving white standing depending hide tend get cluttered finished,0,"Color and Aesthetics, Usability"
80263832,BILLY,Bookcases & shelving units,95,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-bookcase-white-80263832/,Yes,"        Bookcase,          40x28x106 cm",Gillis Lundgren,28,106,40,"BILLY bookcase, white, 40x28x106 cm It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Item still available for sale,white estimated sold impressive considering launched It’s goes,1,Style and Functionality
19189030,EKET,Bookcases & shelving units,656,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s19189030/,Yes,"        Wall-mounted cabinet combination,          80x35x210 cm",IKEA of Sweden/Jon Karlsson,35,210,80,"EKET wall-mounted cabinet combination, white, 80x35x210 cm It’s edginess in a box. Create an asymmetric or unexpected storage solution and fill it with your things. Stack and combine as you please. Fits in any space and has infinite possibilities.",Item still available for sale,wall-mounted white asymmetric unexpected fill combine please infinite,1,Style and Functionality
50282182,LACK,Bookcases & shelving units,99,No old price,TRUE,https://www.ikea.com/sa/en/p/lack-wall-shelf-white-50282182/,Yes,"        Wall shelf,          190x26 cm",IKEA of Sweden,26,,,"LACK wall shelf, white, 190x26 cm This wall shelf has a clean design and has discreet and almost invisible mounting. The hidden suspension brackets makes it seem like it’s part of the wall - and you also don’t need to buy brackets.",Item still available for sale,white clean invisible hidden makes seem it’s don’t buy,1,Style and Functionality
80295526,BESTÅ,Bookcases & shelving units,25,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-shelf-black-brown-80295526/,Yes,"        Shelf,          56x16 cm",IKEA of Sweden,16,,56,"BESTÅ shelf, black-brown, 56x16 cm With separate shelves, you can customise your storage solution. Only you know how many shelves it takes and how they should be organised to fulfil your storage needs. Adjustable shelf; easy to place according to your own needs.",Item still available for sale,black-brown separate customise know many takes organised fulfil Adjustable easy place according,2,Durability and Appearance
50282177,LACK,Bookcases & shelving units,19,No old price,TRUE,https://www.ikea.com/sa/en/p/lack-wall-shelf-white-50282177/,Yes,"        Wall shelf,          30x26 cm",IKEA of Sweden,26,5,,"LACK wall shelf, white, 30x26 cm This wall shelf has a clean design and has discreet and almost invisible mounting. The hidden suspension brackets makes it seem like it’s part of the wall - and you also don’t need to buy brackets.",Item still available for sale,white clean invisible hidden makes seem it’s don’t buy,1,Style and Functionality
69281804,BILLY / OXBERG,Bookcases & shelving units,915,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-doors-white-s69281804/,Yes,"        Bookcase with glass-doors,          120x30x202 cm",Gillis Lundgren,30,202,120,"BILLY / OXBERG bookcase with glass-doors, white, 120x30x202 cm It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Item still available for sale,white estimated sold impressive considering launched It’s goes,1,Style and Functionality
287808,HEJNE,Bookcases & shelving units,45,No old price,TRUE,https://www.ikea.com/sa/en/p/hejne-shelf-softwood-00287808/,Yes,"        Shelf,          77x28 cm 2 pack",IKEA of Sweden,28,,77,"HEJNE shelf, softwood, 77x28 cm2 pack HEJNE storage system is sturdy and strong enough for even the heaviest loads in your garage, basement or attic. By adding posts and shelves you increase the storage possibilities.",Item still available for sale,sturdy strong attic adding increase,2,Durability and Appearance
10261129,FINNBY,Bookcases & shelving units,149,No old price,TRUE,https://www.ikea.com/sa/en/p/finnby-bookcase-black-10261129/,No,"        Bookcase,          60x180 cm",IKEA of Sweden,24,180,60,"Buy bookcase online at IKEA Saudi Arabia. Browse a vast collection of children's bookcases, bookcases with doors, and bookshelf available in different sizes.",Item still available for sale,vast available different,1,Style and Functionality
20213312,VITTSJÖ,Bookcases & shelving units,395,No old price,TRUE,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-20213312/,No,"        Shelving unit,          100x175 cm",Johan Kroon,36,175,100,"VITTSJÖ shelving unit, black-brown/glass, 100x175 cm The straightforward design and glass shelves make your beloved objects stand out. The top and bottom panels are black-brown on one side and black on the other – choose the expression that suits you best.",Item still available for sale,shelving make beloved stand top bottom black-brown black choose,0,"Color and Aesthetics, Usability"
29281066,BILLY / OXBERG,Bookcases & shelving units,385,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s29281066/,Yes,"        Bookcase with doors,          80x30x202 cm",Gillis Lundgren,30,202,80,"BILLY / OXBERG bookcase with doors, white, 80x30x202 cm BILLY bookcase is a beloved icon that, thanks to its versatility, can be used in many ways. This solution with OXBERG panel doors has closed and open storage – suitable for living room and dining areas.",Item still available for sale,white beloved used many closed open suitable dining,0,"Color and Aesthetics, Usability"
30263844,BILLY,Bookcases & shelving units,115,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-bookcase-white-30263844/,Yes,"        Bookcase,          80x28x106 cm",Gillis Lundgren,28,106,80,"BILLY bookcase, white, 80x28x106 cm It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Item still available for sale,white estimated sold impressive considering launched It’s goes,1,Style and Functionality
70301542,KALLAX,Bookcases & shelving units,725,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-70301542/,Yes,"        Shelving unit,          182x182 cm",IKEA of Sweden,39,182,182,"KALLAX shelving unit, black-brown, 182x182 cm Shelving unit or room divider – the KALLAX series adapts to taste, space, needs and budget. Smooth surfaces and rounded corners give a feel of quality and you can personalise the shelving unit with inserts and boxes.",Item still available for sale,shelving black-brown Shelving – taste rounded give personalise shelving,0,"Color and Aesthetics, Usability"
69017828,BILLY / OXBERG,Bookcases & shelving units,575,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-white-s69017828/,Yes,"        Bookcase,          80x30x202 cm",Gillis Lundgren,30,202,80,"BILLY / OXBERG bookcase, white, 80x30x202 cm BILLY bookcase is a beloved icon that, thanks to its versatility, can be used in many ways at home. With glass doors you can display your favourite items while also protecting them from dust. Glass doors keep your items free from dust but still visible.",Item still available for sale,white beloved used many display favourite protecting keep free visible,0,"Color and Aesthetics, Usability"
79902657,VITTSJÖ,Bookcases & shelving units,554,No old price,TRUE,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-with-laptop-table-black-brown-glass-s79902657/,No,"        Shelving unit with laptop table,          200x36x175 cm",Johan Kroon,36,,200,"VITTSJÖ shelving unit with laptop table, black-brown/glass, 200x36x175 cm Light and airy storage for both work and your hobby things. This combination with a work surface and laptop storage can transform any small area into a highly functional workspace.",Item still available for sale,shelving laptop airy laptop transform small functional,0,"Color and Aesthetics, Usability"
70342199,FJÄLLBO,Bookcases & shelving units,295,No old price,TRUE,https://www.ikea.com/sa/en/p/fjaellbo-shelving-unit-black-70342199/,No,"        Shelving unit,          51x136 cm",Johan Kroon,36,136,51,"FJÄLLBO shelving unit, black, 51x136 cm A perfect shelving unit if you want to create a rustic look at home. The metal gives an industrial feel and the solid wood makes every piece of furniture unique. This rustic shelf of metal and solid wood is perfect for both storing and displaying your things.",Item still available for sale,shelving black perfect shelving want create rustic gives industrial solid makes rustic solid perfect displaying,0,"Color and Aesthetics, Usability"
70364290,OLAUS,Bookcases & shelving units,19,No old price,TRUE,https://www.ikea.com/sa/en/p/olaus-clip-on-basket-70364290/,No,        Clip-on basket,IKEA of Sweden,,15,13,OLAUS series,Item still available for sale,,0,"Color and Aesthetics, Usability"
60413502,HEMNES,Bookcases & shelving units,796,SR 995,TRUE,https://www.ikea.com/sa/en/p/hemnes-bookcase-white-stain-light-brown-60413502/,Yes,"        Bookcase,          90x197 cm",Carina Bengs,37,197,90,"HEMNES bookcase, white stain/light brown, 90x197 cm Sustainable beauty from sustainably-sourced solid pine, a natural and renewable material that gets more beautiful with each passing year. Like it? Combine with other products in the HEMNES series. Solid wood has a natural feel.",Item still available for sale,white stain/light Sustainable sustainably-sourced solid natural renewable gets beautiful passing natural,2,Durability and Appearance
39287398,BILLY / OXBERG,Bookcases & shelving units,340,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-door-white-glass-s39287398/,Yes,"        Bookcase with glass door,          40x30x202 cm","392.873.98 Glass doors keep your favourite items free from dust but still visible.Adjustable shelves; adapt space between shelves according to your needs.Adjustable hinges allow you to adjust the door horizontally and vertically.This furniture must be fixed to the wall with the enclosed wall fastener.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack and/or break. Avoid collisions from the side - this is where the glass is most vulnerable.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.Min. ceiling height required: 205 cm.1 fixed shelf and 4 adjustable shelves included.May be completed with BILLY height extension unit in the same width for added storage vertically.",30,202,40,"BILLY / OXBERG bookcase with glass door, white/glass, 40x30x202 cm It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Item still available for sale,estimated sold impressive considering launched It’s goes,1,Style and Functionality
39278290,KALLAX,Bookcases & shelving units,345,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-2-inserts-black-brown-s39278290/,Yes,"        Shelving unit with 2 inserts,          42x147 cm",Tord Björklund,39,147,42,"KALLAX shelving unit with 2 inserts, with 4 drawers/black-brown, 147x42 cm Standing or lying, against the wall or to divide the room – the KALLAX series is eager to please and will adapt to your taste, space, budget and needs. Fine tune with drawers, shelves, boxes and inserts.",Item still available for sale,shelving drawers/black-brown lying divide – eager please adapt,0,"Color and Aesthetics, Usability"
49280042,BILLY / OXBERG,Bookcases & shelving units,315,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s49280042/,Yes,"        Bookcase with doors,          80x30x106 cm",Gillis Lundgren,30,106,80,"BILLY / OXBERG bookcase with doors, white, 80x30x106 cm BILLY bookcase is a beloved icon that, thanks to its versatility, can be used in many ways at home. One unit can be enough for a small space and panel doors hide away things that you don´t want to show.",Item still available for sale,white beloved used many small hide don´t want show,0,"Color and Aesthetics, Usability"
90301555,KALLAX,Bookcases & shelving units,115,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-90301555/,No,"        Shelving unit,          77x42 cm",IKEA of Sweden,39,42,77,"KALLAX shelving unit, white, 77x41 cm Hang it on the wall or stand it on the floor – the KALLAX series adapts to your needs. Smooth surfaces and rounded corners give a quality feel and you can personalise the unit with inserts and boxes.",Item still available for sale,shelving white stand – rounded give personalise,0,"Color and Aesthetics, Usability"
